MCCREERY AVIATION CO INC                          ,2400 SOUTH 10TH STREET             ,MCALLEN MILLER INTERN'L AIRPORT    ,                                   ,MCALLEN               ,TX,78503,HLFR,SW17,HLFR716E
HELICOPTER SERVICES INC                           ,19931 STUEBNER AIRLINE RD          ,                                   ,                                   ,SPRING                ,TX,77379,HLXR,SW09,HLXR728E
BAY AVIONICS LTD                                  ,5194 W MILITARY HWY                ,                                   ,                                   ,CHESAPEAKE            ,VA,23321,HM1R,EA21,HM1R197K
TULSAIR BEECHCRAFT INC                            ,3207 N.SHERIDAN ROAD               ,                                   ,                                   ,TULSA                 ,OK,74115,HMGR,SW15,HMGR732E
AIRBORNE MAINTENANCE INC                          ,90 ARRIVAL AVENUE SUITE 20        ,                                   ,                                   ,RONKONKOMA            ,NY,11779,HMZR,EA11,HMZR555X
PRATT AND WHITNEY ENGINE SERVICES INC             ,710 WESTLAKE PARKWAY               ,                                   ,                                   ,ATLANTA               ,GA,30336,HN4R,SO11,HN4R238M
AVIATION TECHNICAL SERVICES INC                   ,11268 North Convair Drive          ,                                   ,                                   ,KANSAS CITY           ,MO,64153,HN62,CE05,HN62593N
AVIATION TECHNICAL SERVICES INC                   ,6955 22ND AVE NE                   ,                                   ,                                   ,MOSES LAKE            ,WA,98837,HN6D,NM01,HN6D593N
AVIATION TECHNICAL SERVICES INC                   ,3121 109TH STREET SOUTHWEST        ,                                   ,                                   ,EVERETT               ,WA,98204,HN6R,NM01,HN6R593N
AERODYNE CORP                                     ,5198 WEST MILITARY HIGHWAY         ,                                   ,                                   ,CHESAPEAKE            ,VA,23321-1109,HO1R,EA21,HO1R199K
PARKER HANNIFIN CORPORATION - ELYRIA              ,711 TAYLOR ST                      ,                                   ,                                   ,ELYRIA                ,OH,44035,HO5R,GL25,HO5R916M
HOLMAN AVIATION CO                                ,1940 AIRPORT COURT                 ,                                   ,                                   ,GREAT FALLS           ,MT,59404,HOQR,NM05,HOQR040K
HOFFMAN ENGINEERING CORP                          ,8 RIVERBEND DRIVE                  ,PO BOX 4430                        ,                                   ,STAMFORD              ,CT,6907,HOVR,EA63,HOVR271K
MCCLAIN INTERNATIONAL INC                         ,4785 ROOSEVELT HWY                 ,                                   ,                                   ,COLLEGE PARK          ,GA,30349-2417,HP4R,SO11,HP4R240M
METAL IMPROVEMENT COMPANY LLC                     ,1652 HIGHLAND ROAD                 ,                                   ,                                   ,TWINSBURG             ,OH,44087,HP5R,GL25,HP5R917M
SOLOY LLC                                         ,450 PAT KENNEDY WAY SW             ,                                   ,                                   ,OLYMPIA               ,WA,98501,HP6R,NM01,HP6R595N
HIGH PERFORMANCE AIRCRAFT INC                     ,1850 JOE CROSSON DRIVE             ,                                   ,                                   ,EL CAJON              ,CA,92020,HPFR,WP09,HPFR569X
HOPPE TECHNOLOGIES INC                            ,107 FIRST AVENUE                   ,                                   ,                                   ,CHICOPEE              ,MA,1020,HPOR,EA63,HPOR196X
FALCONS NEST REPAIR STATION                       ,5303 KINGSVILLE RD                 ,                                   ,                                   ,CORTLAND              ,OH,44410,HQ5R,GL25,HQ5R918M
HONEYWELL INTERNATIONAL INC                       ,21111 N 19TH AVE                   ,                                   ,                                   ,PHOENIX               ,AZ,85027-2708,HQ7R,WP07,HQ7R766N
HELEX LLC                                         ,7016 CHALLENGER AVE.               ,BLDG #40                           ,                                   ,TITUSVILLE            ,FL,32780,HQMR,SO15,HQMR716X
HELICOPTER TECHNOLOGY COMPANY                     ,12902 SOUTH BROADWAY               ,                                   ,                                   ,LOS ANGELES           ,CA,90061,HQPR,WP23,HQPR671X
ROSE UPHOLSTERY INC                               ,Intermountain Regional Airport     ,132 Flight Lane                    ,                                   ,MENA                  ,AR,71953,HR2R,SW11,HR2R882K
CASCADE AIRFRAME REPAIR INC                       ,1725 E Street Northeast            ,                                   ,                                   ,Auburn                ,WA,98002,HR6R,NM01,HR6R597N
HORIZON AVIATION SERVICES INC                     ,2801 AIRPORT DRIVE                 ,                                   ,                                   ,CHESAPEAKE            ,VA,23323,HR9R,EA21,HR9R499W
HUMMINGBIRD ROTORWING SERVICES INC                ,HUMMINGBIRD ROTORWING SERVICES INC,12653 OSBORNE STREET               ,                                   ,PACOIMA               ,CA,91331,HRGR,WP01,HRGR324X
RAY ALLENS ELECTRONICS INC                        ,BUTLER MUNICIPAL AIRPORT           ,53-A6 Hanger Drive                 ,                                   ,BUTLER                ,GA,31006,HS4R,SO11,HS4R243M
LYNCH FLYING SERVICE INC                          ,1691 AVIATION PLACE                ,                                   ,                                   ,BILLINGS              ,MT,59105,HSRR,NM05,HSRR811E
CORPORATE AIR                                     ,2415 Overlook Drive                ,BILLINGS LOGAN INTL ARPT           ,                                   ,BILLINGS              ,MT,59105,HSYR,NM05,HSYR817E
AIRCRAFT CYLINDERS OF AMERICA INC                 ,1006 E INDEPENDENCE                ,                                   ,                                   ,TULSA                 ,OK,74106,HT2R,SW15,HT2R884K
COLUMBIA BALLOONPORT LLC                          ,17128 SE COVINGTON-SAWYER RD.      ,                                   ,                                   ,COVINGTON             ,WA,98042,HT6R,NM01,HT6R599N
AMETEK HUGHES TREITLER                            ,300 ENDO BLVD.                     ,                                   ,                                   ,GARDEN CITY           ,NY,11530,HT7R,EA11,HT7R143J
HEADS UP TECHNOLOGIES INC                         ,2033 CHENNAULT                     ,SUITE 100                          ,                                   ,CARROLLTON            ,TX,75006,HU9R,SW19,HU9R459J
HELICOMB INTL                                     ,1402 S 69TH EAST AVE               ,                                   ,                                   ,TULSA                 ,OK,74112-6603,HV2R,SW15,HV2R886K
NABTESCO AEROSPACE INC                            ,12413 WILLOWS ROAD NE              ,                                   ,                                   ,KIRKLAND              ,WA,98034,HV6R,NM01,HV6R601N
HEATH AVIATION                                    ,219 AIRPORT DRIVE                  ,                                   ,                                   ,WINONA                ,MS,38967,HVDR,SW31,HVDR337X
MANSFIELD HELIFLIGHT INC                          ,159 CATAMOUNT DRIVE                ,                                   ,                                   ,MILTON                ,VT,5468,HVER,EA65,HVER854E
TREGO DUGAN AVIATION OF GRAND ISLAND INC          ,3841 SKYPARK ROAD                  ,                                   ,                                   ,GRAND ISLAND          ,NE,68801,HVJR,CE09,HVJR859E
HONEYWELL DO BRASIL LTDA                          ,AV. BRIG. FARIA LIMA 2170          ,PUTIM                              ,                                   ,SAO JOSE DOS CAMPOS-SP,  ,12227-901 ,HW0Y,FS57,HW0Y904N
TP AEROSPACE TECHNICS LLC                         ,1341 PINE AVE.                     ,                                   ,                                   ,ORLANDO               ,FL,32824,HW9R,SO15,HW9R799J
HI TECH WELDING INC                               ,7313 N W 46TH STREET               ,                                   ,                                   ,MIAMI                 ,FL,33166,HWXR,SO19,HWXR471K
C AND W AEROSERVICES INC                          ,19 WRIGHT WAY SUITE 3              ,ESSEX COUNTY AIRPORT               ,N/A                                ,FAIRFIELD             ,NJ,7004,HX1R,EA25,HX1R208K
D AND B AIRCRAFT ENGINES                          ,5508 N ROCKWELL  UNIT B            ,                                   ,                                   ,BETHANY               ,OK,73008,HX2R,SW15,HX2R888K
COMPONENT REPAIR TECHNOLOGIES INC                 ,8507 TYLER BLVD                    ,                                   ,                                   ,MENTOR                ,OH,44060,HX5R,GL25,HX5R923M
TEMSCO HELICOPTERS INC                            ,1650 MAPLESDEN WAY                 ,                                   ,                                   ,JUNEAU                ,AK,99801,HXSD,AL05,HXSD004A
TEMSCO HELICOPTERS INC                            ,5411 N. TONGASS                    ,                                   ,                                   ,KETCHIKAN             ,AK,99901,HXSR,AL05,HXSR004A
UNILODE AVIATION SOLUTIONS UK LIMITED             ,X2 Unit 1 Hatton Cross Centre      ,Heathrow                           ,                                   ,Middlesex             ,  ,TW6 2GE   ,HY0Y,FS59,HY0Y693N
NATIONAL GRID                                     ,813 MALDEN RD.                     ,                                   ,                                   ,SYRACUSE              ,NY,13211,HY1R,EA23,HY1R209K
HYTEK FINISHES COMPANY                            ,8127 SOUTH 216TH STREET            ,                                   ,                                   ,KENT                  ,WA,98032,HY7R,NM01,HY7R576J
HYDRAULIC REPAIR AND SUPPORT                      ,AEROPORT DE DINARD PLEURTUIT       ,                                   ,BP90154                            ,ST. MALO              ,  ,35801,HY9Y,FS59,HY9Y679J
HYANNIS AIR SERVICE INC                           ,660 BARNSTABLE ROAD                ,                                   ,                                   ,HYANNIS               ,MA,2601,HYIR,EA61,HYIR145B
HONEYWELL INTERNATIONAL INC                       ,11100 N ORACLE RD                  ,                                   ,                                   ,TUCSON                ,AZ,85737,HZ3R,WP07,HZ3R571L
HONEYWELL INTERNATIONAL INC                       ,21111 N 19TH AVE M.S. DV-8 HANGAR ,                                   ,                                   ,PHOENIX               ,AZ,85027,HZYR,WP07,HZYR010K
AIRFLITE INCORPORATED                             ,3250 AIRFLITE WAY                  ,                                   ,                                   ,LONG BEACH            ,CA,90807,I05R,WP05,I05R809Y
AIRCRAFT CARBURETOR AND INJECTOR SERVICE OF TEXAS ,9808 CLARK AIRFIELD DRIVE          ,PO BOX 399                         ,                                   ,JUSTIN                ,TX,76247,I0FR,SW19,I0FR546Y
TURBORREACTORES S A DE C V                        ,ACCESO IV NO. 6C                   ,ZONA INDUSTRIAL BENITO JUAREZ      ,                                   ,QUERETARO             ,  ,76120,I0RY,FS56,I0RY095Y
AEROLAB INC                                       ,8000 NW 31ST STREET                ,SUITE 17                           ,                                   ,MIAMI                 ,FL,33122,I0UR,SO19,I0UR938X
SKY-PAXXX INTERIOR REPAIRS LLC.                  ,2155 ELLIS ROAD NORTH              ,SUITE 1                            ,                                   ,JACKSONVILLE          ,FL,32254,I12R,SO15,I12R117X
CHARLESTON TURBINE MANAGEMENT L L C               ,6070 PERIMETER ROAD                ,                                   ,                                   ,NORTH CHARLESTON      ,SC,29406,I1BR,SO13,I1BR578Y
INTERNATIONAL JET INTERIORS                       ,2221 SMITHTOWN AVENUE              ,L.I. MACARTHUR AIRPORT             ,                                   ,RONKONKOMA            ,NY,11779,I1JR,EA11,I1JR439Y
COMMERCIAL AIRCRAFT INTERIORS LLC                 ,5916 195TH STREET N E              ,                                   ,                                   ,ARLINGTON             ,WA,98223,I1WR,NM01,I1WR659X
AICRAFT COMPONENT SERVICES LIMITED                ,22 TOWERFIELD ROAD                ,SHOEBURYNESS                       ,                                   ,ESSEX                 ,  ,SS39QE    ,I1XY,FS59,I1XY407C
INSTRUMENT SPECIALTIES COMPANY INC                ,661 MYRTLE AVENUE                  ,                                   ,                                   ,BOONTON               ,NJ,7005,I25R,EA25,I25R086Y
JET AIR INC                                       ,1801 S RIVERSIDE DRIVE             ,                                   ,                                   ,IOWA CITY             ,IA,52246,I2JR,CE01,I2JR069B
AERO INSPECTION INTERNATIONAL LIMITED             ,KNOCKSEDAN SWORDS CO.             ,                                   ,                                   ,DUBLIN                ,  ,          ,I2QY,FS59,I2QY338Y
INGENIUM AEROSPACE LLC                            ,5389 INTERNATIONAL DR.             ,                                   ,                                   ,ROCKFORD              ,IL,61109,I2SR,GL03,I2SR006B
ZODIAC SERVICES AMERICAS LLC                      ,W175 N5737 TECHNOLOGY DRIVE        ,                                   ,                                   ,MENOMONEE FALLS       ,WI,53051,I2XR,GL13,I2XR205O
BEIJING OU TUO TECHNOLOGY COMPANY LIMITED         ,TIANZHU AIRPORT INDUSTRIAL ZONE    ,SHUNYI DISTRICT                    ,                                   ,BEIJING               ,  ,101312,I33Y,FS58,I33Y875Y
AIM COMPOSITES LIMITED                            ,PEMBROOK AVENUE                    ,WATERBEACH                         ,                                   ,CAMBRIDGE             ,  ,CB25 9QR  ,I35Y,FS59,I35Y493X
SIASA AIR INTERIOR SERVICES SA DE CV              ,JOSE MARIA RUIZ #223 LAS TROJES    ,                                   ,                                   ,LEON GUANAJUATO      ,  ,37227,I38Y,FS56,I38Y105C
MASON ELECTRIC COMPANY                            ,13955 BALBOA BLVD                  ,                                   ,                                   ,SYLMAR                ,CA,91342,I39R,WP01,I39R153Y
INFLITE ENGINEERING SERVICES LTD                  ,HANGAR 1                           ,LONDON STANSTED AIRPORT            ,STANSTED                           ,ESSEX                 ,  ,CM24 1RY  ,I3EY,FS59,I3EY017N
AVIATION COMPLETION INNOVATIONS INC               ,3 CAESAR PLACE                     ,                                   ,                                   ,MOONACHIE             ,NJ,7074,I41R,EA25,I41R301Y
METAL IMPROVEMENT COMPANY                         ,1065 RUE DU MARECHAL JUIN          ,                                   ,                                   ,AMILLY                ,  ,45200,I45Y,FS59,I45Y122X
CANNON AIRCRAFT INTERIORS-CAI AVIONICS            ,10108 32ND AVENUE W UNIT 4        ,                                   ,                                   ,EVERETT               ,WA,98204,I4CR,NM01,I4CR304N
PARADIGM PRECISION BURNLEY LIMITED                ,1 BENTLEY WOOD WAY                 ,NETWORK 65 BUSINESS PARK           ,HAPTON BURNLEY                    ,LANCASHIRE            ,  ,BB11 5TG  ,I4EY,FS59,I4EY022N
AERO SEKUR S P A                                  ,VIA DELLE VALLI 46                ,                                   ,                                   ,APRILIA               ,  ,4011,I4IY,FS59,I4IY273N
IMAGIK INTERNATIONAL FAA REPAIR STATION           ,2299  S DOUGLAS ROAD               ,                                   ,                                   ,MIAMI                 ,FL,33145,I4XR,SO19,I4XR223Y
IN FLIGHT PROPELLER SERVICE INC                   ,1415 CHAFFEE DRIVE                 ,SUITE NO. 4                        ,                                   ,TITUSVILLE            ,FL,32780,I51R,SO15,I51R027Y
INFLIGHT WARNING SYSTEMS INC                      ,3940 PROSPECT AVENUE               ,UNITS M & P                        ,                                   ,YORBA LINDA           ,CA,92886,I5FR,WP05,I5FR709X
INDUSTRIA DE TURBO PROPULSORES S A                ,CTRA TORREJON - AJALVIR KM. 3.5   ,                                   ,                                   ,AJALVIR MADRID       ,  ,28864,I5UY,FS59,I5UY164X
CHEMRING ENERGETIC DEVICES INC                    ,2525 CURTISS STREET                ,                                   ,                                   ,DOWNERS GROVE         ,IL,60515,I63R,GL03,I63R814X
AMSAFE INC                                        ,1043 N.47TH AVE                    ,                                   ,                                   ,PHOENIX               ,AZ,85043,I6AR,WP07,I6AR839J
AMT INTERIOR DESIGN INC                           ,1743 WEST 33RD PLACE               ,                                   ,                                   ,HIALEAH               ,FL,33012,I6DR,SO19,I6DR008Y
IAE LIMITED                                       ,HANGAR 2                           ,CRANFIELD AIRPORT                  ,                                   ,BEDFORDSHIRE          ,  ,MK43 0JR  ,I6EY,FS59,I6EY448N
INFINITY AVIATION SERVICES LLC                    ,117 PERIMETER ROAD                 ,                                   ,                                   ,NASHUA                ,NH,3063,I6FR,EA65,I6FR992Y
VECTOR AEROSPACE USA INC                          ,1680 ROBERTS BOULEVARD             ,SUITE 404                          ,                                   ,KENNESAW              ,GA,30144,I6GR,SO11,I6GR874Y
INNODYNE SYSTEMS INC                              ,110D WEST DUDLEY TOWN ROAD         ,                                   ,                                   ,BLOOMFIELD            ,CT,6002,I6JR,EA63,I6JR126Y
INDRAERO SIREN                                    ,ZI LA BOURDINE                     ,                                   ,                                   ,LE PECHEREAU          ,  ,36200,I6OY,FS59,I6OY653X
ZODIAC AEROTECHNICS                               ,61 RUE PIERRE CURIE               ,                                   ,                                   ,PLAISIR               ,  ,F-78370   ,I6QY,FS59,I6QY965J
ILLUMINAIR SUPPORT CORPORATION                    ,9960 NW 116TH WAY                  ,SUITE 10&11                        ,                                   ,MIAMI                 ,FL,33178,I6UR,SO19,I6UR977X
AAR AIRCRAFT SERVICES INC                         ,AAR AIRCRAFT SERVICES INC.         ,2825 WEST PERIMETER RD             ,                                   ,INDIANAPOLIS          ,IN,46241,I6XR,GL11,I6XR049Y
INNOVATIVE SOLUTIONS AND SUPPORT INC              ,720 PENNSYLVANIA DRIVE             ,                                   ,                                   ,EXTON                 ,PA,19341-1129,I72R,EA17,I72R916X
INTEGRITY AERO SERVICE                            ,14829 BRISTOL PARK BLVD.           ,                                   ,                                   ,EDMOND                ,OK,73013,I73R,SW15,I73R123Y
INTECH AEROSPACE LLC                              ,4750 WORLD HOUSTON PKWY            ,SUITE 100                          ,                                   ,HOUSTON               ,TX,77032,I7ER,SW09,I7ER029Y
SERMA INGENIERIE                                  ,RUE DE L'AUSSONNELLE               ,                                   ,                                   ,CORNEBARRIEU          ,  ,31700,I7FY,FS59,I7FY064B
TETON AVJET LLC                                   ,253 WARBIRD LANE                   ,                                   ,                                   ,DRIGGS                ,ID,83422,I86R,NM07,I86R021Y
INTERNATIONAL AVIONICS MANAGEMENT INC             ,1525 NW 56TH STREET                ,                                   ,                                   ,FT LAUDERDALE         ,FL,33309,I8AR,SO19,I8AR211X
AVIA TECHNIQUE LIMITED                            ,UNIT 1 FISHPONDS ESTATE           ,FISHPONDS ROAD                     ,WOKINGHAM                          ,BERKSHIRE             ,  ,RG41 2QJ  ,I8QY,FS59,I8QY183X
AVIONICS SERVICES INC                             ,290 HOWARD LANGFORD DRIVE          ,                                   ,                                   ,UVALDE                ,TX,78801,I8SR,SW17,I8SR028Y
AIRBORNE AEROSPACE GROUP INC                      ,2290 N. Ronald Reagan Blvd        ,Suite 140/144                      ,                                   ,Longwood              ,FL,32750,I90R,SO15,I90R900N
HIGH DESERT AIRCRAFT INTERIORS                    ,1745 SESSUMS DR HGR 180 SUITE B-27 ,                                   ,                                   ,REDLANDS              ,CA,92374,I92R,WP21,I92R124Y
AGUSTA AEROSPACE SERVICES S A                     ,LIEGE-BIERSET AIRPORT BLDG 60      ,                                   ,                                   ,GRACE-HOLLOGNE        ,  ,4460,I9AY,FS59,I9AY681Y
AERO ENGINES IRELAND LIMITED                      ,COLLINSTOWN CROSS                  ,DUBLIN AIRPORT                     ,COUNTY DUBLIN                      ,DUBLIN                ,  ,          ,I9EY,FS59,I9EY459Y
AEROHOFF INSPECTION SERVICES INC                  ,5019 CASPIAN DRIVE                 ,                                   ,                                   ,OCEANSIDE             ,CA,92057,I9OR,WP09,I9OR058X
VECTOR AEROSPACE USA INC                          ,22378 BILLIE BLACKMON ROAD         ,                                   ,                                   ,ANDALUSIA             ,AL,36421,I9PR,SO09,I9PR751Y
AIRCRAFT HYDRAULIC REPAIR INC                     ,9401 NW 109 STREET                 ,BAY 2 & 3                          ,                                   ,MEDLEY                ,FL,33178,I9RR,SO19,I9RR752N
INERTIAL AIRLINE SERVICES INC                     ,375 ALPHA PARK DR.                 ,                                   ,                                   ,HIGHLAND HTS.         ,OH,44143,I9SR,GL25,I9SR491N
AVIOTEK INSTRUMENTS AND ACCESSORIES INC           ,6825 SW 21ST CT                    ,SUITE #4-6                         ,                                   ,DAVIE                 ,FL,33317,I9VR,SO19,I9VR085Y
TRADEWIND AIRCRAFT SERVICE CENTER LTD             ,4025 TRADEWIND STREET              ,                                   ,                                   ,AMARILLO              ,TX,79118,I9WR,SW13,I9WR939K
INTERNATIONAL AVIONICS INC                        ,3782 ARAPAHO ROAD                  ,                                   ,                                   ,ADDISON               ,TX,75001,IAIR,SW19,IAIR500N
AMERICAS AIRCRAFT ENGINES INC                     ,2505 WEST BROADWAY                 ,                                   ,                                   ,COLLINSVILLE          ,OK,74021,IAXR,SW15,IAXR223L
DRS LAUREL TECHNOLOGIES                           ,DRS LAUREL TECHNOLOGIES            ,825 GREENBRIER CIRCLE SUITE M      ,                                   ,CHESAPEAKE            ,VA,23320,IB1R,EA21,IB1R212K
DULLES AVIATION INC                               ,10501 OBSERVATION ROAD             ,MANASSAS REGIONAL AIRPORT          ,                                   ,MANASSAS              ,VA,20110,IBIR,EA27,IBIR931E
CHAUTAUQUA AIRCRAFT SALES INC                     ,3163 AIRPORT DRIVE                 ,"BUILDING ""E""                       ",                                   ,JAMESTOWN             ,NY,14071,IC1R,EA23,IC1R213K
AIRCRAFT COMPOSITE TECHNOLOGIES INC               ,7860 NW 76TH AVENUE                ,                                   ,                                   ,MIAMI                 ,FL,33166,ICNR,SO19,ICNR513X
INTERNATIONAL COMPONENT REPAIR LLC                ,40 INDUSTRIAL COURT EAST           ,                                   ,                                   ,VILLA RICA            ,GA,30180,ICRR,SO11,ICRR255X
VALCOR ENGINEERING CORP                           ,2 LAWRENCE RD                      ,                                   ,                                   ,SPRINGFIELD           ,NJ,7081,ID1R,EA25,ID1R214K
VENTURA MOBILE AIRCRAFT SERVICES                  ,8100 Repubic Airport               ,                                   ,                                   ,Farmingdale           ,NY,11735,IDDR,EA11,IDDR252K
AERONAUTICAL ENGINEERS INC                        ,7765 NORTHWEST 54TH STREET         ,                                   ,                                   ,MIAMI                 ,FL,33166,IE0R,SO19,IE0R053Y
CARLETON TECHNOLOGIES INC                         ,10 COBHAM DRIVE                    ,                                   ,                                   ,ORCHARD PARK          ,NY,14127,IE1R,EA23,IE1R215K
SKYWORTHY INTERIORS INC                           ,1921 Airport Drive                 ,                                   ,                                   ,Green Bay             ,WI,54313,IE2R,GL13,IE2R895K
INTERNATIONAL BEAM WELDING CORP                   ,63 DOTY CIRCLE                     ,                                   ,                                   ,WEST SPRINGFIELD      ,MA,1089,IEBR,EA63,IEBR620K
E D N AVIATION INC                                ,6720 VALJEAN AVE                   ,                                   ,                                   ,VAN NUYS              ,CA,91406,IEDR,WP01,IEDR824K
AIR FLITE INC                                     ,2320 AIRPORT DRIVE                 ,                                   ,                                   ,SHAWNEE               ,OK,74804,IEER,SW15,IEER959E
JRSMM LLC                                         ,236 SING SING RD                   ,ELMIRA/CORNING REGIONAL AIRPORT    ,                                   ,HORSEHEADS            ,NY,14845,IF1R,EA23,IF1R216K
FISHER PRODUCTS LLC                               ,1320 WEST 22ND PLACE               ,                                   ,                                   ,TULSA                 ,OK,74107,IF2R,SW15,IF2R896K
FLY OHIO BALLOONING INC                           ,20724 WOLFORD MASKILL ROAD         ,                                   ,                                   ,MARYSVILLE            ,OH,43040,IF5R,GL07,IF5R933M
PANASONIC AVIONICS CORPORATION                    ,1775 MH JACKSON SERVICE RD         ,TOC III THIRD FLOOR               ,ROOM P3040A                        ,HAPEVILLE             ,GA,30354,IFCD,SO11,IFCD459X
PANASONIC AVIONICS CORPORATION                    ,26200 ENTERPRISE WAY               ,                                   ,                                   ,LAKE FOREST           ,CA,92630,IFCR,WP05,IFCR459X
INTERNATIONAL GOVERNOR SERVICES LLC               ,7290 WEST 118TH PLACE              ,                                   ,                                   ,BROOMFIELD            ,CO,80020,IG0R,NM03,IG0R976N
STEWART INDUSTRIES INTERNATIONAL BIRMINGHAM       ,BIRMINGHAM DIV.                    ,1943 NORTH 50TH STREET             ,                                   ,BIRMINGHAM            ,AL,35212,IG4R,SO09,IG4R343D
AVTECHTYEE INC                                    ,6500 MERRILL CREEK PARKWAY         ,                                   ,                                   ,EVERETT               ,WA,98203,IG6R,NM01,IG6R621N
ASPEN HELICOPTER INC                              ,2899 W. 5TH ST                     ,                                   ,                                   ,OXNARD                ,CA,93030,IGAR,WP01,IGAR978E
BAE SYSTEMS TECHNOLOGY SOLUTIONS AND SERVICES INC ,1501 SABOVICH STREET               ,                                   ,                                   ,MOJAVE                ,CA,93501,IGGR,WP01,IGGR983E
AEROSPACE TURBINE ROTABLES INC                    ,4500 RATLIFF                       ,SUITE 101                          ,                                   ,ADDISON               ,TX,75001,IGTR,SW19,IGTR154L
HERITAGE AVIATION INC                             ,228 AVIATION AVENUE                ,                                   ,                                   ,SO BURLINGTON         ,VT,5403,IGXR,EA65,IGXR989E
CORNING INCORPORATED                              ,348 SING SING RD                   ,                                   ,                                   ,HORSEHEADS            ,NY,14845,IH1R,EA23,IH1R218K
CROWN AVIATION LLC                                ,East Perimeter Road                ,PAINE FIELD                        ,                                   ,EVERETT               ,WA,98204,IH6R,NM01,IH6R613N
LINEAS AEREAS COSTARRICENSES S A                  ,JUAN SANTAMARIA INTERNATIONAL AIRPO,COSTA RICA                         ,                                   ,ALAJUELA              ,  ,0,IHDY,FS56,IHDY559K
AMETEK AEROSPACE AND DEFENSE INC                  ,4085 SOUTHWEST BLVD                ,                                   ,                                   ,TULSA                 ,OK,74107,II2R,SW15,II2R899K
AVIATION INSTRUMENT SERVICE INTL INC              ,2125 196TH ST SW                   ,SUITE 105                          ,                                   ,LYNNWOOD              ,WA,98036,II6R,NM01,II6R614N
INFLATABLES INTERNATIONAL INC                     ,4152 WEST BLUE HERON BLVD.         ,SUITE 1112                         ,                                   ,RIVIERA BEACH        ,FL,33404,IIAR,SO19,IIAR165K
LONGS AIRCRAFT REPAIR                             ,3049 GATES ROAD                    ,                                   ,                                   ,GENEVA                ,NY,14456,IK1R,EA23,IK1R221K
THE OHIO STATE UNIVERSITY AIRPORT                 ,2160 WEST CASE ROAD                ,HANGAR 3                           ,                                   ,COLUMBUS              ,OH,43235,IKBR,GL07,IKBR028F
UNICORP SYSTEMS INC                               ,2625 WEST 40TH PLACE               ,                                   ,                                   ,TULSA                 ,OK,74107,IL2R,SW15,IL2R902K
PPG INDUSTRIES INC                                ,1719 HIGHWAY 72 EAST               ,                                   ,                                   ,HUNTSVILLE            ,AL,35811,IL4R,SO09,IL4R262M
IBERIA LINEAS AEREAS DE ESPANA S A  OPERADORA     ,SEE COMMENT SECTION                ,ZONAS INDUSTRIAL NO 1 & 2          ,BARAJAS                            ,MADRID                ,  ,28042,ILAY,FS59,ILAY037F
DUCOMMUN LABARGE TECHNOLOGIES INC                 ,1505 MAIDEN LANE                   ,                                   ,                                   ,JOPLIN                ,MO,64802,ILSR,CE05,ILSR098L
HS MARSTON AEROSPACE LIMITED                      ,WOBASTON ROAD                      ,FORDHOUSES                         ,                                   ,WOLVERHAMPTON         ,  ,WV10 6QJ  ,IM7Y,FS59,IM7Y581J
GENERAL AVIATION FLYING SERVICE INC               ,485 INDUSTRIAL AVENUE              ,                                   ,                                   ,TETERBORO             ,NJ,7608,IMJR,EA25,IMJR053F
AEROMETALS INC                                    ,3920 SANDSTONE DRIVE               ,                                   ,                                   ,EL DORADO HILLS      ,CA,95762,IMOR,WP25,IMOR560X
MOREFIELD ROBERT I.                              ,702 W. DEER VALLEY RD.             ,HANGAR 52-12                       ,                                   ,PHOENIX               ,AZ,85027,IMSR,WP07,IMSR739K
HELICOPTER STRUCTURES INC                         ,750168 S. 3490 RD.                 ,                                   ,                                   ,CUSHING               ,OK,74023,IN2R,CE17,IN2R904K
INNOVATIVE POWER SOLUTIONS L L C                  ,373 SOUTH STREET                   ,                                   ,                                   ,EATONTOWN             ,NJ,7724,INNR,EA25,INNR463X
CIRCOR INDUSTRIA                                  ,28 AVENUE CLARA                    ,                                   ,                                   ,LE PLESSIS TREVISE    ,  ,94420,INSY,FS59,INSY306X
FAAPMAPARTS.COM INC                               ,1114 EAST FIFTH STREET             ,                                   ,                                   ,OXNARD                ,CA,93030,IO0R,WP01,IO0R819Y
WALTHAM AIRCRAFT CLOCK CORP                       ,2364 SOUTH U.S. HIGHWAY 231        ,                                   ,                                   ,OZARK                 ,AL,36360,IO4R,SO09,IO4R265M
SOUTHWEST AERO INC                                ,659 STRANDER BLVD.                 ,BUILDING F                         ,                                   ,TUKWILA               ,WA,98188,IO6R,NM01,IO6R620N
INAIR AVIATION SERVICES CO                        ,8225 COUNTRY CLUB PLACE            ,                                   ,                                   ,INDIANAPOLIS          ,IN,46214,IOVR,GL11,IOVR072L
SERVOTRONICS INC                                  ,1110 MAPLE STREET                  ,                                   ,                                   ,ELMA                  ,NY,14059,IP1R,EA23,IP1R226K
MALKASIAN CORPORATION INC                         ,22019 E. CLOUD ROAD                ,                                   ,                                   ,QUEEN  CREEK          ,AZ,85142,IP6R,WP07,IP6R621N
IPECO HOLDINGS LIMITED                            ,AVIATION WAY                       ,SOUTHEND-ON-SEA                    ,                                   ,ESSEX                 ,  ,SS2 6UN   ,IPJY,FS59,IPJY816X
HERITAGE AVIATION LTD                             ,419 Duncan Perry Rd. Suite 109    ,                                   ,                                   ,Arlington             ,TX,76011,IPTR,SW19,IPTR140L
